date,exchange_rate
2010-03-07,0.00
2010-03-08,0.00
2010-03-09,0.00
2010-03-10,0.00
2010-03-11,0.00
2010-03-12,0.00
2010-03-13,0.00
2010-03-14,0.00
2010-03-15,0.00
2010-03-16,0.00
2010-03-17,0.00
2010-03-18,0.00
2010-03-19,0.00
2010-03-20,0.00
2010-03-21,0.00
2010-03-22,0.00
2010-03-23,0.00
2010-03-24,0.00
2010-03-25,0.00
2010-03-26,0.00
2010-03-27,0.00
2010-03-28,0.00
2010-03-29,0.00
2010-03-30,0.00
2010-03-31,0.00
2010-04-01,0.00
2010-04-02,0.00
2010-04-03,0.00
2010-04-04,0.00
2010-04-05,0.00
2010-04-06,0.00
2010-04-07,0.00
2010-04-08,0.00
2010-04-09,0.00
2010-04-10,0.00
2010-04-11,0.00
2010-04-12,0.00
2010-04-13,0.00
2010-04-14,0.00
2010-04-15,0.00
2010-04-16,0.00
2010-04-17,0.00
2010-04-18,0.00
2010-04-19,0.00
2010-04-20,0.00
2010-04-21,0.00
2010-04-22,0.00
2010-04-23,0.00
2010-04-24,0.00
2010-04-25,0.00
2010-04-26,0.00
2010-04-27,0.00
2010-04-28,0.00
2010-04-29,0.00
2010-04-30,0.00
2010-05-01,0.01
2010-05-02,0.01
2010-05-03,0.01
2010-05-04,0.01
2010-05-05,0.01
2010-05-06,0.01
2010-05-07,0.01
2010-05-08,0.01
2010-05-09,0.01
2010-05-10,0.01
2010-05-11,0.01
2010-05-12,0.01
2010-05-13,0.01
2010-05-14,0.01
2010-05-15,0.01
2010-05-16,0.01
2010-05-17,0.01
2010-05-18,0.01
2010-05-19,0.01
2010-05-20,0.01
2010-05-21,0.01
2010-05-22,0.01
2010-05-23,0.01
2010-05-24,0.01
2010-05-25,0.01
2010-05-26,0.01
2010-05-27,0.01
2010-05-28,0.01
2010-05-29,0.01
2010-05-30,0.01
2010-05-31,0.01
2010-06-01,0.01
2010-06-02,0.01
2010-06-03,0.01
2010-06-04,0.01
2010-06-05,0.01
2010-06-06,0.02
2010-06-07,0.02
2010-06-08,0.02
2010-06-09,0.02
2010-06-10,0.02
2010-06-11,0.02
2010-06-12,0.02
2010-06-13,0.02
2010-06-14,0.03
2010-06-15,0.03
2010-06-16,0.03
2010-06-17,0.03
2010-06-18,0.03
2010-06-19,0.03
2010-06-20,0.03
2010-06-21,0.04
2010-06-22,0.04
2010-06-23,0.04
2010-06-24,0.04
2010-06-25,0.04
2010-06-26,0.04
2010-06-27,0.04
2010-06-28,0.05
2010-06-29,0.05
2010-06-30,0.05
2010-07-01,0.05
2010-07-02,0.05
2010-07-03,0.05
2010-07-04,0.05
2010-07-05,0.05
2010-07-06,0.05
2010-07-07,0.05
2010-07-08,0.06
2010-07-09,0.06
2010-07-10,0.06
2010-07-11,0.06
2010-07-12,0.06
2010-07-13,0.06
2010-07-14,0.06
2010-07-15,0.06
2010-07-16,0.06
2010-07-17,0.06
2010-07-18,0.06
2010-07-19,0.06
2010-07-20,0.06
2010-07-21,0.06
2010-07-22,0.06
2010-07-23,0.06
2010-07-24,0.07
2010-07-25,0.07
2010-07-26,0.07
2010-07-27,0.07
2010-07-28,0.07
2010-07-29,0.07
2010-07-30,0.07
2010-07-31,0.07
2010-08-01,0.07
2010-08-02,0.07
2010-08-03,0.07
2010-08-04,0.07
2010-08-05,0.07
2010-08-06,0.07
2010-08-07,0.07
2010-08-08,0.07
2010-08-09,0.07
2010-08-10,0.07
2010-08-11,0.07
2010-08-12,0.07
2010-08-13,0.07
2010-08-14,0.07
2010-08-15,0.06
2010-08-16,0.07
2010-08-17,0.06
2010-08-18,0.07
2010-08-19,0.06
2010-08-20,0.06
2010-08-21,0.06
2010-08-22,0.06
2010-08-23,0.06
2010-08-24,0.06
2010-08-25,0.06
2010-08-26,0.06
2010-08-27,0.06
2010-08-28,0.06
2010-08-29,0.06
2010-08-30,0.06
2010-08-31,0.06
2010-09-01,0.06
2010-09-02,0.06
2010-09-03,0.06
2010-09-04,0.06
2010-09-05,0.06
2010-09-06,0.07
2010-09-07,0.07
2010-09-08,0.07
2010-09-09,0.07
2010-09-10,0.07
2010-09-11,0.07
2010-09-12,0.07
2010-09-13,0.08
2010-09-14,0.08
2010-09-15,0.08
2010-09-16,0.08
2010-09-17,0.08
2010-09-18,0.08
2010-09-19,0.08
2010-09-20,0.09
2010-09-21,0.09
2010-09-22,0.09
2010-09-23,0.09
2010-09-24,0.09
2010-09-25,0.09
2010-09-26,0.09
2010-09-27,0.10
2010-09-28,0.10
2010-09-29,0.10
2010-09-30,0.10
2010-10-01,0.10
2010-10-02,0.10
2010-10-03,0.11
2010-10-04,0.11
2010-10-05,0.12
2010-10-06,0.12
2010-10-07,0.12
2010-10-08,0.13
2010-10-09,0.13
2010-10-10,0.14
2010-10-11,0.14
2010-10-12,0.14
2010-10-13,0.14
2010-10-14,0.15
2010-10-15,0.16
2010-10-16,0.16
2010-10-17,0.16
2010-10-18,0.17
2010-10-19,0.17
2010-10-20,0.17
2010-10-21,0.18
2010-10-22,0.18
2010-10-23,0.18
2010-10-24,0.19
2010-10-25,0.20
2010-10-26,0.19
2010-10-27,0.20
2010-10-28,0.21
2010-10-29,0.21
2010-10-30,0.21
2010-10-31,0.22
2010-11-01,0.22
2010-11-02,0.22
2010-11-03,0.22
2010-11-04,0.23
2010-11-05,0.23
2010-11-06,0.22
2010-11-07,0.23
2010-11-08,0.22
2010-11-09,0.23
2010-11-10,0.23
2010-11-11,0.23
2010-11-12,0.23
2010-11-13,0.24
2010-11-14,0.23
2010-11-15,0.24
2010-11-16,0.24
2010-11-17,0.24
2010-11-18,0.24
2010-11-19,0.24
2010-11-20,0.24
2010-11-21,0.24
2010-11-22,0.24
2010-11-23,0.24
2010-11-24,0.25
2010-11-25,0.24
2010-11-26,0.25
2010-11-27,0.25
2010-11-28,0.25
2010-11-29,0.25
2010-11-30,0.25
2010-12-01,0.25
2010-12-02,0.25
2010-12-03,0.25
2010-12-04,0.26
2010-12-05,0.25
2010-12-06,0.25
2010-12-07,0.26
2010-12-08,0.26
2010-12-09,0.26
2010-12-10,0.26
2010-12-11,0.26
2010-12-12,0.26
2010-12-13,0.27
2010-12-14,0.27
2010-12-15,0.27
2010-12-16,0.27
2010-12-17,0.28
2010-12-18,0.28
2010-12-19,0.28
2010-12-20,0.28
2010-12-21,0.29
2010-12-22,0.28
2010-12-23,0.29
2010-12-24,0.29
2010-12-25,0.29
2010-12-26,0.29
2010-12-27,0.29
2010-12-28,0.29
2010-12-29,0.30
2010-12-30,0.30
2010-12-31,0.30
2011-01-01,0.30
2011-01-02,0.32
2011-01-03,0.34
2011-01-04,0.36
2011-01-05,0.37
2011-01-06,0.39
2011-01-07,0.42
2011-01-08,0.43
2011-01-09,0.45
2011-01-10,0.48
2011-01-11,0.49
2011-01-12,0.51
2011-01-13,0.53
2011-01-14,0.54
2011-01-15,0.57
2011-01-16,0.58
2011-01-17,0.61
2011-01-18,0.63
2011-01-19,0.64
2011-01-20,0.67
2011-01-21,0.68
2011-01-22,0.71
2011-01-23,0.71
2011-01-24,0.74
2011-01-25,0.76
2011-01-26,0.78
2011-01-27,0.81
2011-01-28,0.82
2011-01-29,0.85
2011-01-30,0.87
2011-01-31,0.87
2011-02-01,0.88
2011-02-02,0.88
2011-02-03,0.89
2011-02-04,0.91
2011-02-05,0.88
2011-02-06,0.89
2011-02-07,0.89
2011-02-08,0.88
2011-02-09,0.88
2011-02-10,0.88
2011-02-11,0.85
2011-02-12,0.84
2011-02-13,0.85
2011-02-14,0.84
2011-02-15,0.86
2011-02-16,0.85
2011-02-17,0.83
2011-02-18,0.85
2011-02-19,0.84
2011-02-20,0.82
2011-02-21,0.83
2011-02-22,0.83
2011-02-23,0.81
2011-02-24,0.83
2011-02-25,0.83
2011-02-26,0.80
2011-02-27,0.79
2011-02-28,0.80
2011-03-01,0.81
2011-03-02,0.82
2011-03-03,0.82
2011-03-04,0.84
2011-03-05,0.82
2011-03-06,0.85
2011-03-07,0.86
2011-03-08,0.85
2011-03-09,0.89
2011-03-10,0.90
2011-03-11,0.90
2011-03-12,0.89
2011-03-13,0.93
2011-03-14,0.94
2011-03-15,0.93
2011-03-16,0.94
2011-03-17,0.95
2011-03-18,0.96
2011-03-19,0.97
2011-03-20,1.00
2011-03-21,1.01
2011-03-22,0.99
2011-03-23,1.03
2011-03-24,1.03
2011-03-25,1.05
2011-03-26,1.05
2011-03-27,1.05
2011-03-28,1.07
2011-03-29,1.09
2011-03-30,1.07
2011-03-31,1.10
2011-04-01,1.10
2011-04-02,1.26
2011-04-03,1.42
2011-04-04,1.60
2011-04-05,1.74
2011-04-06,1.94
2011-04-07,2.11
2011-04-08,2.21
2011-04-09,2.44
2011-04-10,2.54
2011-04-11,2.73
2011-04-12,2.91
2011-04-13,3.05
2011-04-14,3.16
2011-04-15,3.43
2011-04-16,3.50
2011-04-17,3.67
2011-04-18,3.92
2011-04-19,4.01
2011-04-20,4.27
2011-04-21,4.40
2011-04-22,4.49
2011-04-23,4.60
2011-04-24,4.94
2011-04-25,4.94
2011-04-26,5.23
2011-04-27,5.34
2011-04-28,5.57
2011-04-29,5.72
2011-04-30,5.87
2011-05-01,6.00
2011-05-02,6.69
2011-05-03,7.11
2011-05-04,7.75
2011-05-05,8.52
2011-05-06,8.99
2011-05-07,9.71
2011-05-08,10.28
2011-05-09,10.92
2011-05-10,11.48
2011-05-11,12.25
2011-05-12,12.66
2011-05-13,13.46
2011-05-14,13.84
2011-05-15,14.44
2011-05-16,14.96
2011-05-17,15.61
2011-05-18,16.17
2011-05-19,17.06
2011-05-20,17.83
2011-05-21,18.03
2011-05-22,18.66
2011-05-23,19.47
2011-05-24,20.28
2011-05-25,21.10
2011-05-26,21.34
2011-05-27,21.75
2011-05-28,22.19
2011-05-29,22.88
2011-05-30,23.52
2011-05-31,24.07
2011-06-01,24.51
2011-06-02,24.67
2011-06-03,24.05
2011-06-04,24.35
2011-06-05,23.58
2011-06-06,23.35
2011-06-07,22.46
2011-06-08,22.76
2011-06-09,22.06
2011-06-10,22.02
2011-06-11,21.40
2011-06-12,20.94
2011-06-13,20.55
2011-06-14,19.98
2011-06-15,19.51
2011-06-16,19.84
2011-06-17,19.12
2011-06-18,19.01
2011-06-19,18.33
2011-06-20,17.73
2011-06-21,17.76
2011-06-22,16.99
2011-06-23,16.70
2011-06-24,16.61
2011-06-25,16.07
2011-06-26,16.15
2011-06-27,15.23
2011-06-28,15.26
2011-06-29,14.80
2011-06-30,14.53
2011-07-01,13.85
2011-07-02,13.88
2011-07-03,13.71
2011-07-04,13.58
2011-07-05,13.68
2011-07-06,13.62
2011-07-07,13.12
2011-07-08,13.16
2011-07-09,13.02
2011-07-10,12.96
2011-07-11,12.94
2011-07-12,12.43
2011-07-13,12.31
2011-07-14,12.40
2011-07-15,12.03
2011-07-16,11.91
2011-07-17,11.73
2011-07-18,11.57
2011-07-19,11.65
2011-07-20,11.59
2011-07-21,11.32
2011-07-22,11.17
2011-07-23,11.25
2011-07-24,11.12
2011-07-25,10.88
2011-07-26,10.85
2011-07-27,10.83
2011-07-28,10.64
2011-07-29,10.44
2011-07-30,10.32
2011-07-31,10.30
2011-08-01,9.97
2011-08-02,9.86
2011-08-03,9.73
2011-08-04,9.67
2011-08-05,9.48
2011-08-06,9.04
2011-08-07,8.91
2011-08-08,8.80
2011-08-09,8.80
2011-08-10,8.57
2011-08-11,8.32
2011-08-12,8.10
2011-08-13,8.13
2011-08-14,7.97
2011-08-15,7.88
2011-08-16,7.58
2011-08-17,7.42
2011-08-18,7.14
2011-08-19,6.97
2011-08-20,6.92
2011-08-21,6.73
2011-08-22,6.55
2011-08-23,6.35
2011-08-24,6.41
2011-08-25,6.21
2011-08-26,5.99
2011-08-27,5.91
2011-08-28,5.76
2011-08-29,5.52
2011-08-30,5.27
2011-08-31,5.07
2011-09-01,5.05
2011-09-02,4.93
2011-09-03,4.91
2011-09-04,4.90
2011-09-05,4.70
2011-09-06,4.72
2011-09-07,4.67
2011-09-08,4.58
2011-09-09,4.45
2011-09-10,4.43
2011-09-11,4.37
2011-09-12,4.37
2011-09-13,4.34
2011-09-14,4.19
2011-09-15,4.19
2011-09-16,4.07
2011-09-17,4.11
2011-09-18,4.03
2011-09-19,3.93
2011-09-20,3.85
2011-09-21,3.77
2011-09-22,3.71
2011-09-23,3.75
2011-09-24,3.61
2011-09-25,3.56
2011-09-26,3.57
2011-09-27,3.46
2011-09-28,3.39
2011-09-29,3.31
2011-09-30,3.22
2011-10-01,3.18
2011-10-02,3.21
2011-10-03,3.17
2011-10-04,3.16
2011-10-05,3.07
2011-10-06,3.09
2011-10-07,3.12
2011-10-08,3.03
2011-10-09,3.04
2011-10-10,2.95
2011-10-11,3.03
2011-10-12,2.96
2011-10-13,2.90
2011-10-14,2.87
2011-10-15,2.89
2011-10-16,2.87
2011-10-17,2.79
2011-10-18,2.87
2011-10-19,2.84
2011-10-20,2.77
2011-10-21,2.71
2011-10-22,2.76
2011-10-23,2.70
2011-10-24,2.70
2011-10-25,2.66
2011-10-26,2.61
2011-10-27,2.65
2011-10-28,2.64
2011-10-29,2.54
2011-10-30,2.55
2011-10-31,2.51
2011-11-01,2.54
2011-11-02,2.55
2011-11-03,2.64
2011-11-04,2.69
2011-11-05,2.68
2011-11-06,2.78
2011-11-07,2.79
2011-11-08,2.90
2011-11-09,2.90
2011-11-10,2.99
2011-11-11,2.97
2011-11-12,3.03
2011-11-13,3.11
2011-11-14,3.21
2011-11-15,3.20
2011-11-16,3.20
2011-11-17,3.31
2011-11-18,3.33
2011-11-19,3.41
2011-11-20,3.46
2011-11-21,3.49
2011-11-22,3.52
2011-11-23,3.56
2011-11-24,3.68
2011-11-25,3.71
2011-11-26,3.71
2011-11-27,3.84
2011-11-28,3.78
2011-11-29,3.94
2011-11-30,3.98
2011-12-01,4.05
2011-12-02,4.05
2011-12-03,4.16
2011-12-04,4.25
2011-12-05,4.34
2011-12-06,4.32
2011-12-07,4.31
2011-12-08,4.45
2011-12-09,4.53
2011-12-10,4.65
2011-12-11,4.71
2011-12-12,4.70
2011-12-13,4.78
2011-12-14,4.83
2011-12-15,4.95
2011-12-16,4.95
2011-12-17,5.06
2011-12-18,5.03
2011-12-19,5.15
2011-12-20,5.32
2011-12-21,5.26
2011-12-22,5.40
2011-12-23,5.45
2011-12-24,5.56
2011-12-25,5.63
2011-12-26,5.69
2011-12-27,5.65
2011-12-28,5.70
2011-12-29,5.86
2011-12-30,5.93
2011-12-31,6.02
2012-01-01,5.89
2012-01-02,5.85
2012-01-03,5.93
2012-01-04,5.95
2012-01-05,5.92
2012-01-06,5.81
2012-01-07,5.69
2012-01-08,5.57
2012-01-09,5.64
2012-01-10,5.65
2012-01-11,5.50
2012-01-12,5.51
2012-01-13,5.51
2012-01-14,5.27
2012-01-15,5.39
2012-01-16,5.23
2012-01-17,5.20
2012-01-18,5.10
2012-01-19,5.14
2012-01-20,5.09
2012-01-21,5.09
2012-01-22,4.92
2012-01-23,4.85
2012-01-24,4.96
2012-01-25,4.86
2012-01-26,4.74
2012-01-27,4.82
2012-01-28,4.63
2012-01-29,4.64
2012-01-30,4.55
2012-01-31,4.50
2012-02-01,4.41
2012-02-02,4.57
2012-02-03,4.61
2012-02-04,4.58
2012-02-05,4.51
2012-02-06,4.58
2012-02-07,4.58
2012-02-08,4.64
2012-02-09,4.66
2012-02-10,4.64
2012-02-11,4.63
2012-02-12,4.75
2012-02-13,4.65
2012-02-14,4.70
2012-02-15,4.74
2012-02-16,4.71
2012-02-17,4.79
2012-02-18,4.81
2012-02-19,4.91
2012-02-20,4.79
2012-02-21,4.94
2012-02-22,4.89
2012-02-23,4.84
2012-02-24,4.91
2012-02-25,4.95
2012-02-26,4.98
2012-02-27,4.86
2012-02-28,4.99
2012-02-29,4.98
2012-03-01,5.08
2012-03-02,4.96
2012-03-03,5.06
2012-03-04,5.02
2012-03-05,4.97
2012-03-06,5.03
2012-03-07,5.02
2012-03-08,5.04
2012-03-09,5.04
2012-03-10,5.03
2012-03-11,5.07
2012-03-12,5.03
2012-03-13,5.08
2012-03-14,5.03
2012-03-15,4.96
2012-03-16,4.99
2012-03-17,5.02
2012-03-18,5.05
2012-03-19,4.92
2012-03-20,4.96
2012-03-21,5.05
2012-03-22,4.94
2012-03-23,4.93
2012-03-24,5.01
2012-03-25,5.09
2012-03-26,5.01
2012-03-27,5.08
2012-03-28,5.07
2012-03-29,4.95
2012-03-30,5.06
2012-03-31,5.00
2012-04-01,5.06
2012-04-02,5.05
2012-04-03,4.97
2012-04-04,4.93
2012-04-05,5.11
2012-04-06,4.94
2012-04-07,5.11
2012-04-08,5.10
2012-04-09,5.07
2012-04-10,5.13
2012-04-11,5.13
2012-04-12,5.10
2012-04-13,5.01
2012-04-14,5.10
2012-04-15,4.95
2012-04-16,5.06
2012-04-17,5.04
2012-04-18,5.09
2012-04-19,5.09
2012-04-20,5.08
2012-04-21,5.13
2012-04-22,5.16
2012-04-23,4.99
2012-04-24,5.02
2012-04-25,4.98
2012-04-26,5.16
2012-04-27,5.10
2012-04-28,5.17
2012-04-29,5.04
2012-04-30,5.01
2012-05-01,5.17
2012-05-02,5.22
2012-05-03,5.14
2012-05-04,5.20
2012-05-05,5.18
2012-05-06,5.39
2012-05-07,5.29
2012-05-08,5.37
2012-05-09,5.32
2012-05-10,5.53
2012-05-11,5.41
2012-05-12,5.52
2012-05-13,5.60
2012-05-14,5.66
2012-05-15,5.74
2012-05-16,5.66
2012-05-17,5.77
2012-05-18,5.68
2012-05-19,5.78
2012-05-20,5.74
2012-05-21,5.87
2012-05-22,5.89
2012-05-23,6.06
2012-05-24,5.88
2012-05-25,6.00
2012-05-26,6.05
2012-05-27,6.22
2012-05-28,6.23
2012-05-29,6.08
2012-05-30,6.27
2012-05-31,6.27
2012-06-01,6.42
2012-06-02,6.30
2012-06-03,6.35
2012-06-04,6.34
2012-06-05,6.36
2012-06-06,6.59
2012-06-07,6.53
2012-06-08,6.62
2012-06-09,6.66
2012-06-10,6.69
2012-06-11,6.57
2012-06-12,6.82
2012-06-13,6.71
2012-06-14,6.72
2012-06-15,6.88
2012-06-16,6.78
2012-06-17,7.01
2012-06-18,6.90
2012-06-19,6.94
2012-06-20,7.16
2012-06-21,7.05
2012-06-22,7.04
2012-06-23,7.30
2012-06-24,7.08
2012-06-25,7.36
2012-06-26,7.20
2012-06-27,7.23
2012-06-28,7.31
2012-06-29,7.32
2012-06-30,7.51
2012-07-01,7.36
2012-07-02,7.43
2012-07-03,7.75
2012-07-04,7.66
2012-07-05,7.77
2012-07-06,7.80
2012-07-07,7.84
2012-07-08,8.14
2012-07-09,8.15
2012-07-10,8.31
2012-07-11,8.30
2012-07-12,8.48
2012-07-13,8.47
2012-07-14,8.41
2012-07-15,8.63
2012-07-16,8.86
2012-07-17,8.63
2012-07-18,8.97
2012-07-19,9.08
2012-07-20,9.04
2012-07-21,9.10
2012-07-22,9.36
2012-07-23,9.11
2012-07-24,9.35
2012-07-25,9.40
2012-07-26,9.59
2012-07-27,9.59
2012-07-28,9.84
2012-07-29,9.59
2012-07-30,9.67
2012-07-31,9.96
2012-08-01,9.83
2012-08-02,9.96
2012-08-03,10.15
2012-08-04,10.16
2012-08-05,10.12
2012-08-06,10.44
2012-08-07,10.30
2012-08-08,10.32
